source,context_id,consultation,turn_norm,cos_H,cos_p
Claude,CTX_0359,RES0006,"OK, and have you had any surgeries in the past or any hospitalizations besides the ER visits for the chest infections?",0.3666810393333435,0.08008700609207153
Claude,CTX_0360,RES0006,"OK, and you mentioned that you smoke. Could you tell me a bit more about that — how long have you been smoking, and how much do you smoke per day?",0.10313890129327774,0.10392220318317413
Claude,CTX_0361,RES0006,"OK, and have you received the COVID-19 vaccine?",0.09804684668779373,0.25949007272720337
Claude,CTX_0362,RES0007,"OK, so when you're running in gym class and you're having trouble breathing, can you tell me a little bit more about what that feels like? Like is it more of a tightness in your chest, or is it more like you're just short of breath, or do you notice any wheezing or coughing?",0.7744965553283691,0.4606027603149414
Claude,CTX_0363,RES0007,"OK, so no fever, chills, or anything like that? And have you had any recent colds or upper respiratory infections that might have triggered any of these breathing episodes?",0.23820209503173828,0.06292109936475754
Claude,CTX_0364,RES0007,"OK, so it sounds like you might have a sensitivity to cats, which could be a trigger for your asthma. I just wanted to ask a few questions about your family history. Does anyone in your family have asthma, allergies, or any other breathing problems?",0.3439350128173828,0.24534399807453156
Claude,CTX_0365,RES0007,"OK, that's fine. And I just wanted to ask a little bit about your family history. Do any of your parents or siblings have asthma or any other breathing problems, or any allergies or eczema?",0.30131667852401733,0.15428829193115234
Claude,CTX_0366,RES0007,"OK, great. Thank you for answering all of those questions. I also wanted to ask about your family history - has anyone in your family been diagnosed with asthma or any other breathing problems, or any allergies or eczema?",0.5736712217330933,0.13710983097553253
Claude,CTX_0367,RES0008,"OK, and is there anything that helps relieve the cough or makes it better?",0.3422330617904663,0.12986430525779724
Claude,CTX_0368,RES0008,"OK, and can you tell me a bit about the mucus? What color is it, and is there any blood in it?",0.028553761541843414,0.5368496179580688
Claude,CTX_0369,RES0008,"OK, and does that pain radiate anywhere, like up to your shoulder or down your arm, or does it stay pretty localized to that right side?",0.5237687230110168,0.5675283670425415
Claude,CTX_0370,RES0008,"OK, and on a scale of 0 to 10, with 0 being no pain and 10 being the worst pain you've ever felt, how would you rate that pain?",0.28294527530670166,0.41060352325439453
Claude,CTX_0371,RES0008,"OK, and do you use any recreational drugs?",0.6612712740898132,0.3132813572883606
Claude,CTX_0372,RES0009,"OK, and have you noticed any cough, or coughing up any blood or anything like that?",0.3915148377418518,0.13764140009880066
Claude,CTX_0373,RES0009,"OK, and have you noticed any swelling in your legs or ankles?",0.4118269085884094,0.2543487548828125
Claude,CTX_0374,RES0009,"OK, and have you had any previous surgeries other than the hysterectomy?",0.9071266651153564,0.33283326029777527
Claude,CTX_0375,RES0009,"OK, and have you noticed any swelling in your legs, particularly around your ankles or calves?",0.2778743803501129,0.03985379636287689
Claude,CTX_0376,RES0009,"OK, and in terms of your family history, has anyone in your family had any heart or lung problems, or any blood clots?",0.5724250078201294,0.08270148187875748
Claude,CTX_0377,RES0009,"OK, thank you for sharing all of that with me. I'd like to do a physical examination now. Before I do, I just want to let you know that given everything you've told me — the sharp chest pain on the left side that's worse with deep breathing, the shortness of breath, and especially the fact that you had a surgery about a month ago where you may have been less mobile for a period of time — I'm quite concerned about the possibility of a blood clot in your lungs, which we call a pulmonary embolism. I want to check your vital signs, listen to your heart and lungs, and examine your legs as well. Does that sound OK with you?",0.14807692170143127,0.07147493958473206
Claude,CTX_0378,RES0010,"OK, and do you have any fever or chills?",0.400513231754303,0.17570149898529053
Claude,CTX_0379,RES0010,"OK, and have you noticed any rash anywhere on your body?",0.39021867513656616,0.07788853347301483
Claude,CTX_0380,RES0010,"OK, and have you noticed any changes in your sense of taste?",0.6132621765136719,0.21447449922561646
Claude,CTX_0381,RES0010,"OK, and have you noticed any nausea or vomiting, or any diarrhea?",0.059172626584768295,0.43344181776046753
Claude,CTX_0382,RES0010,Do you have any allergies to any medications?,0.7595040798187256,0.10317075252532959
Claude,CTX_0383,RES0010,"OK, and do you use any recreational drugs?",0.8102884888648987,0.2818169891834259
Claude,CTX_0384,RES0011,"OK, and have you noticed any swollen glands, like in your neck or under your armpits?",0.44980210065841675,0.2010849118232727
Claude,CTX_0385,RES0011,"OK, and have you actually taken your temperature at all to see if you've had a fever?",0.3096979558467865,0.5328623056411743
Claude,CTX_0386,RES0011,"OK, and have you noticed any swelling in your neck or your armpits or your groin area — like any lumps or swollen glands?",0.575128436088562,0.18684959411621094
Claude,CTX_0387,RES0011,"OK, and have you had any nausea, vomiting, or diarrhea?",0.2593429386615753,0.27250075340270996
Claude,CTX_0388,RES0011,"OK, and have you ever used any recreational drugs or substances?",0.37494349479675293,0.48307913541793823
Claude,CTX_0389,RES0011,"OK, and in terms of your family history, are there any conditions that run in your family?",0.39833706617355347,0.26439613103866577
Claude,CTX_0390,RES0012,"OK, so you've been feeling quite fatigued as well. Have you had any fever or chills over these past couple of days?",0.3981068730354309,0.44984424114227295
Claude,CTX_0391,RES0012,"OK, and what color is the sputum? Is it clear, white, yellow, or green?",0.5814301371574402,0.26957064867019653
Claude,CTX_0392,RES0012,"OK, and have you had any nausea, vomiting, or diarrhea?",0.2090122103691101,0.11561904847621918
Claude,CTX_0393,RES0012,"OK, and when you're laying down, do you find that you need to prop yourself up with extra pillows to be able to breathe more comfortably, or does it not make a difference?",0.4723072648048401,0.4931354820728302
Claude,CTX_0394,RES0012,"OK, and how about tuberculosis or TB in the family?",0.38778287172317505,0.2816665768623352
Claude,CTX_0395,RES0013,"OK, and have you had any recent travel, like a long car ride or a flight, or have you been immobile for a long period of time recently?",0.24786296486854553,0.15793785452842712
Claude,CTX_0396,RES0013,"OK, and does the pain stay in your chest, or does it radiate anywhere - like to your arm, your jaw, your back, or your shoulder?",0.5065228343009949,0.10850952565670013
Claude,CTX_0397,RES0013,"OK, good for you for making those lifestyle changes. So you mentioned you have high blood pressure - are you on any medications for that?",0.2842961549758911,0.32797956466674805
Claude,CTX_0398,RES0013,"Have you had any recent travel, like a long car ride or a flight, or have you been sitting or lying down for a long period of time recently?",0.28829607367515564,0.03729763627052307
Claude,CTX_0399,RES0013,"OK, and any family history of blood clots, like in the legs or the lungs?",0.05159243196249008,0.3306928873062134
Claude,CTX_0400,RES0013,"OK, so that's about 30 years or so. And do you drink alcohol or use any recreational drugs?",0.5485939979553223,0.3586604595184326
Claude,CTX_0401,RES0014,"OK, and have you had any fever or chills recently?",0.7769476175308228,0.3082473874092102
Claude,CTX_0402,RES0014,"OK, and have you ever had any episodes like this before, or is this the first time you've experienced these kinds of symptoms?",0.3875318169593811,0.30546438694000244
Claude,CTX_0403,RES0014,"OK, and any changes in your urination, like pain or burning when you pee, or going more or less frequently than usual?",0.734207272529602,0.408460408449173
Claude,CTX_0404,RES0014,"OK, and have you ever been diagnosed with asthma before, or has anyone ever mentioned that to you?",0.0363258421421051,0.45949867367744446
Claude,CTX_0405,RES0014,"OK, and how about alcohol? Do you drink?",0.9679758548736572,0.40044933557510376
Claude,CTX_0406,RES0015,"OK, and have you been able to measure your temperature at home, or is it more just a feeling of being feverish?",0.24618151783943176,0.45629453659057617
Claude,CTX_0407,RES0015,"OK, and can you tell me more about the cough? Is it a dry cough, or are you bringing up any phlegm or mucus?",0.4415667951107025,-0.009943841025233269
Claude,CTX_0408,RES0015,"OK, and let's talk a bit more about your cough. Is it a dry cough or are you bringing up any phlegm or mucus?",0.2760295867919922,0.04793354868888855
Claude,CTX_0409,RES0015,"OK, and can you tell me more about the cough? Is it a dry cough or are you bringing up any phlegm or mucus?",0.1717475950717926,0.018935175612568855
Claude,CTX_0410,RES0015,"OK, and have any of your housemates been tested for tuberculosis or had any similar symptoms that required them to see a doctor?",0.4182679057121277,0.193752259016037
Claude,CTX_0411,RES0016,"OK, and have you noticed any swelling in your legs or ankles?",0.31209278106689453,0.18923227488994598
Claude,CTX_0412,RES0016,"And how does it compare to two years ago - has the breathlessness been gradually getting worse over that time, or has it stayed about the same level?",0.42866992950439453,0.48463311791419983
Claude,CTX_0413,RES0016,"OK, and are you currently taking any medications for those conditions?",0.4754590690135956,0.26631805300712585
Claude,CTX_0414,RES0016,"OK, and have you noticed any swollen lymph nodes, like lumps in your neck, armpits, or groin?",0.24060365557670593,0.19843637943267822
Claude,CTX_0415,RES0016,"OK, and in terms of your work, what do you do or did you do for a living?",0.3162688612937927,0.24445009231567383
Claude,CTX_0416,RES0016,"OK, and how about your mom or any siblings? Any heart or lung conditions on that side?",0.5087546110153198,0.3880566656589508
Claude,CTX_0417,RES0017,"OK, and have you noticed any changes in your weight recently, like any unintentional weight loss?",0.14013415575027466,0.17798134684562683
Claude,CTX_0418,RES0017,"OK, and have you noticed any unintentional weight loss over these past six months?",0.4791809618473053,0.41451495885849
Claude,CTX_0419,RES0017,"OK, and do you have any allergies to any medications?",0.8617238402366638,0.38531777262687683
Claude,CTX_0420,RES0017,"OK. And have you noticed any skin changes, like any rashes or changes in the colour or texture of your skin?",0.8632104396820068,0.17189915478229523
Claude,CTX_0421,RES0017,I'm sorry to hear about your husband. And what did you do for work before you retired?,0.617663562297821,0.6059693694114685
Claude,CTX_0422,RES0017,"OK, and have you had any surgeries in the past?",0.36106690764427185,0.35365983843803406
Claude,CTX_0423,RES0018,"OK, and have you had any chest pain or tightness?",0.4692559838294983,0.3478239178657532
Claude,CTX_0424,RES0018,"OK, and you mentioned headaches and chills at night - have you actually measured your temperature at all? Do you think you might have a fever?",0.424058198928833,0.28405332565307617
Claude,CTX_0425,RES0018,"Alright, and have you had any nausea, vomiting, or diarrhea?",0.28745967149734497,0.3336946368217468
Claude,CTX_0426,RES0018,"OK, and have you been in contact with anyone who has been sick recently, or have you been around anyone who has tested positive for COVID-19?",0.17037709057331085,0.12225654721260071
Claude,CTX_0427,RES0018,"OK, so given everything that's going on with the pandemic, I do want to ask — have you been tested for COVID-19 before, and have you been vaccinated against COVID-19?",0.26099228858947754,0.5129189491271973
Claude,CTX_0428,RES0019,"OK, and you mentioned that your brain feels foggy. Can you tell me a little bit more about that? Are you having any difficulty with your memory, concentration, or are you feeling confused at all?",0.33696645498275757,0.10954011976718903
Claude,CTX_0429,RES0019,"OK, and on a scale of 0 to 10, with 0 being no pain and 10 being the worst pain you've ever felt, how would you rate the headache?",0.5606459379196167,0.17203718423843384
Claude,CTX_0430,RES0019,"OK, and have you had any runny nose or nasal congestion, or a sore throat?",0.3513723611831665,0.13072139024734497
Claude,CTX_0431,RES0019,"OK, and have you had any runny nose or nasal congestion, or a sore throat?",0.45668888092041016,0.10576444864273071
Claude,CTX_0432,RES0019,"OK, I'm sorry to hear that. And how about any family history of neurological conditions, such as migraines, epilepsy, or anything like that?",0.3668893873691559,0.3840257227420807
Claude,CTX_0433,RES0020,"Ok, and on a scale of 0 to 10, with 0 being no pain and 10 being the worst pain you've ever felt, how would you rate this pain right now?",0.4434947371482849,0.2641197443008423
Claude,CTX_0434,RES0020,Have you had any fever or chills?,0.30797886848449707,0.41443997621536255
Claude,CTX_0435,RES0020,"Ok, and have you had any nausea or vomiting?",0.4670405089855194,0.20061549544334412
Claude,CTX_0436,RES0020,"Ok, and do you have any allergies to any medications?",0.8364402055740356,0.3899250328540802
Claude,CTX_0437,RES0020,"Ok, and have you had the cat for a long time, or is that also a new addition?",0.40202605724334717,0.5286791324615479
Claude,CTX_0438,RES0021,"OK, and have you had any shortness of breath or any chest pain or tightness?",0.5920304656028748,0.18230967223644257
Claude,CTX_0439,RES0021,"OK, and have you noticed any shortness of breath or any difficulty breathing along with the cough?",0.7010746002197266,0.08485786616802216
Claude,CTX_0440,RES0021,"OK, and have you had any rashes or any changes to your skin?",0.8769928216934204,0.23823855817317963
Claude,CTX_0441,RES0021,"OK, and how long have you had rheumatoid arthritis, and are you currently on any medications for it?",0.4169566035270691,0.7269795536994934
Claude,CTX_0442,RES0021,"OK, and I'd like to ask a bit about your social history. Can you tell me about your living situation — who you live with and where you live?",0.6110478043556213,-0.002832554280757904
Claude,CTX_0443,RES0022,"That sounds really difficult. And before this week, were you able to walk your dog around the block without too much trouble, or was that already becoming a challenge for you?",0.1709013432264328,0.5914829969406128
Claude,CTX_0444,RES0022,"OK, so you're having both a loss of taste and a loss of smell. Have you been in contact with anyone recently who has tested positive for COVID-19, or have you been in any situations where you might have been exposed?",0.5086603164672852,0.3888383209705353
Claude,CTX_0445,RES0022,"OK, and have you had any swelling in your legs or ankles?",0.4430740177631378,0.19728220999240875
Claude,CTX_0446,RES0022,"OK, and have you had any muscle aches or joint pains?",0.5331048369407654,0.4755915105342865
Claude,CTX_0447,RES0022,"OK, and have you been vaccinated against COVID-19?",0.33865559101104736,0.16492436826229095
Claude,CTX_0448,RES0022,"OK, and has anybody in your family ever had any cancers?",0.8301525712013245,0.07537034153938293
Claude,CTX_0449,RES0023,"OK, that makes sense, especially with a persistent dry cough like that - it can really irritate the throat. Have you noticed any shortness of breath or difficulty breathing at all?",0.5096081495285034,0.5852288007736206
Claude,CTX_0450,RES0023,"OK, so that's a relatively new symptom then, just started today. And have you had any shortness of breath or difficulty breathing at all?",0.4914415776729584,0.086347796022892
Claude,CTX_0451,RES0023,"OK, and have any of your family members been sick recently, or are they experiencing any similar symptoms?",0.5250234603881836,0.38155055046081543
Claude,CTX_0452,RES0023,"OK, that's good to know. Have you had any shortness of breath or difficulty breathing, either at rest or when you're doing activities?",0.31621253490448,0.16645029187202454
Claude,CTX_0453,RES0023,"OK, and do you smoke cigarettes or use any other tobacco products?",0.2150385081768036,0.18460895121097565
Claude,CTX_0454,RES0024,"OK, and have you had any fever or chills recently?",0.3887050151824951,0.2031269669532776
Claude,CTX_0455,RES0024,"Alright. And have you had any recent travel, or have you been in contact with anyone who has tested positive for COVID-19?",0.36528146266937256,0.10691595822572708
Claude,CTX_0456,RES0024,"Great, and are you currently taking any medications, either prescription or over the counter?",0.33220547437667847,0.11370906978845596
Claude,CTX_0457,RES0024,"OK, and any rashes or skin changes that you've noticed?",0.8196791410446167,0.14513596892356873
Claude,CTX_0458,RES0024,"OK, and are you using any protection besides the birth control, like condoms?",0.4782463312149048,0.26626214385032654
Claude,CTX_0459,RES0025,"OK, and while you were there, did you eat anything that might have been undercooked, or did you eat at any restaurants or anything like that that might have seemed off to you?",0.4169718623161316,0.3224521577358246
Claude,CTX_0460,RES0025,"OK, and have you noticed any blood in your stool, or has it been a different color than normal?",0.21455690264701843,0.3175636827945709
Claude,CTX_0461,RES0025,"OK, have you been able to take your temperature at all?",0.593508780002594,0.5412826538085938
Claude,CTX_0462,RES0025,"OK, and when you were traveling, did you eat anything out of the ordinary, or eat at any restaurants or buffets?",0.2599189877510071,0.22414015233516693
Claude,CTX_0463,RES0025,"OK, and do you smoke or use any tobacco products?",0.7922686338424683,0.21552923321723938
Claude,CTX_0464,RES0025,"That sounds like a great idea! Gatorade and other electrolyte drinks are really helpful for replacing the fluids and salts you're losing from the vomiting and diarrhea. I'd also recommend things like clear broths and water. Try to take small sips frequently rather than large amounts at once, as that can sometimes trigger more nausea. And if you find you're unable to keep any fluids down at all, or if you notice signs of dehydration like feeling very dizzy, having a very dry mouth, or not urinating much, please don't hesitate to come back or call us. Do you have any other questions for me before you go?",0.11600252985954285,0.4687036871910095
Claude,CTX_0465,RES0026,"OK, and is the cough dry, or does it sound wet or productive?",0.6200987696647644,0.22923056781291962
Claude,CTX_0466,RES0026,"OK, and where exactly is the headache located? Is it all over your head, or is it more on one side, or at the front or back?",0.5074590444564819,0.4928376078605652
Claude,CTX_0467,RES0026,"OK, and have you had any joint pain or muscle aches?",0.8022170066833496,0.2169492542743683
Claude,CTX_0468,RES0026,"OK, and have you had any rashes or skin changes that you've noticed?",0.9579757452011108,0.07371879369020462
Claude,CTX_0469,RES0026,"OK, and do you have any allergies to any medications or anything else that you're aware of?",0.8595183491706848,0.18267826735973358
Claude,CTX_0470,RES0027,"OK, and have you had any other symptoms along with the cough, like a runny nose, sore throat, shortness of breath, or chest pain?",0.6779593229293823,0.033874575048685074
Claude,CTX_0471,RES0027,"OK, that's understandable. Have you noticed any shortness of breath, chest pain, or any wheezing?",0.5033009052276611,0.29828786849975586
Claude,CTX_0472,RES0027,"OK, and have you had any shortness of breath or any chest pain?",0.8526294231414795,0.11316373199224472
Claude,CTX_0473,RES0027,"OK, and have you been in contact with anyone recently who has been sick, or have you traveled anywhere recently?",0.37607768177986145,0.11792223900556564
Claude,CTX_0474,RES0027,"OK, and have you traveled anywhere recently, either domestically or internationally?",0.2646516263484955,0.0936412364244461
Claude,CTX_0475,RES0028,"OK, and has the pain been constant since this morning, or does it come and go?",0.13781732320785522,0.4946553111076355
Claude,CTX_0476,RES0028,"OK, and does the pain get worse when you lie down or lean forward at all?",0.5113404989242554,0.35477855801582336
Claude,CTX_0477,RES0028,"OK, that makes sense. And have you noticed any coughing up of blood or any blood-tinged sputum at all?",0.43205830454826355,0.1576809138059616
Claude,CTX_0478,RES0028,"OK, and is there any redness or warmth in that area of the calf?",0.570144534111023,0.6192115545272827
Claude,CTX_0479,RES0028,"OK, and do you smoke at all, or have you ever smoked in the past?",0.6257942318916321,0.276708722114563
Claude,CTX_0480,RES0028,"OK, I'm sorry to hear about your mother and grandmother. That's important information. Can I ask, do you smoke cigarettes at all, or use any other tobacco products?",0.19887162744998932,0.4251638650894165
Claude,CTX_0481,RES0029,"OK, and on a scale of 0 to 10, with 0 being no pain at all and 10 being the worst pain you've ever felt, how would you rate your pain right now?",0.43747758865356445,0.07190413773059845
Claude,CTX_0482,RES0029,"OK, and is there anything that makes the pain better, like a certain position or have you taken any pain medications?",0.5400505065917969,0.406608909368515
Claude,CTX_0483,RES0029,"OK, and have you noticed any swelling or tenderness in your legs?",0.3523655831813812,0.3111763000488281
Claude,CTX_0484,RES0029,"OK, and have you noticed any swelling in your legs or calves?",0.4479685425758362,0.1165265440940857
Claude,CTX_0485,RES0029,"OK, and I'd like to ask you a few questions about your past medical history. Do you have any medical conditions that you've been diagnosed with?",0.3449406623840332,0.06775260716676712
Claude,CTX_0486,RES0029,"OK, and do you smoke cigarettes or use any tobacco products?",0.8078816533088684,0.20006483793258667
Claude,CTX_0487,RES0030,"OK, and when you say it's getting worse, can you tell me a bit more about that? Is it that you're coughing more frequently, or bringing up more sputum, or is there something else that's changed?",0.6925640106201172,0.8163774013519287
Claude,CTX_0488,RES0030,"OK, and have you noticed any shortness of breath along with the cough?",0.6352583169937134,0.5937178134918213
Claude,CTX_0489,RES0030,"OK, and I'd like to ask you a little bit about your past medical history. Do you have any known medical conditions that you've been diagnosed with before?",0.4954860210418701,0.2995278239250183
Claude,CTX_0490,RES0030,"OK, and have you noticed any changes in your fingers or toes, like the tips becoming more rounded or club-shaped?",0.231614887714386,0.30095821619033813
Claude,CTX_0491,RES0030,"OK, and I wanted to ask about your smoking history - do you smoke or have you ever smoked in the past?",0.29255419969558716,0.0024287421256303787
Claude,CTX_0492,RES0030,"OK, and do you smoke cigarettes or have you ever smoked in the past?",0.21106591820716858,0.24537652730941772
Claude,CTX_0493,RES0031,"OK, and on a scale of 0 to 10, with 0 being no pain and 10 being the worst pain you've ever felt, how would you rate the pain right now?",0.25207874178886414,0.1112731397151947
Claude,CTX_0494,RES0031,"Let me check that for you. Your temperature when you came in today was 38.2 degrees Celsius, so you do have a low-grade fever. Have you been experiencing any other symptoms like a runny nose, nasal congestion, or cough?",0.7262266278266907,0.6335126161575317
Claude,CTX_0495,RES0031,"OK, and have you noticed any swollen lymph nodes or lumps in your neck?",0.5704888105392456,0.2501351833343506
Claude,CTX_0496,RES0031,"OK, and have you been in contact with anyone recently who has been sick, or have you been around anyone with similar symptoms?",0.42304766178131104,0.3964996039867401
Claude,CTX_0497,RES0031,"OK, and when you are sexually active, do you use any protection like condoms?",0.281669557094574,0.2501562833786011
Claude,CTX_0498,RES0032,"And can you describe the cough for me? Is it a dry cough, or are you bringing up any mucus or phlegm?",0.8531500101089478,0.09212037175893784
Claude,CTX_0499,RES0032,"OK, and you mentioned you're a smoker. How much would you say you smoke per day, and for how long have you been smoking?",0.3284265100955963,0.32046830654144287
Claude,CTX_0500,RES0032,"Have you noticed any changes in your weight recently, like unintentional weight loss?",0.3621656894683838,0.22698792815208435
Claude,CTX_0501,RES0032,"OK, and have you ever been tested for tuberculosis before, or have you had a TB skin test or any chest X-rays done in the past?",0.6850568652153015,0.24290242791175842
Claude,CTX_0502,RES0032,"OK, and are you currently on any medications for that or any other medications at all?",0.8067407608032227,0.27160465717315674
Claude,CTX_0503,RES0032,"OK, and in terms of your social history, you mentioned you're a smoker. How long have you been smoking and how much do you smoke per day?",0.2760878801345825,0.16579945385456085
Claude,CTX_0504,RES0033,"OK, and how long has this cough been going on for in total?",0.8166376948356628,0.2225116789340973
Claude,CTX_0505,RES0033,"OK, how about any fever or chills?",0.7223947048187256,0.3883174657821655
Claude,CTX_0506,RES0033,"OK, and when you have these episodes where you feel like you can't breathe, especially during exercise, do you notice any wheezing or a whistling sound when you breathe?",0.2285870611667633,0.35369259119033813
Claude,CTX_0507,RES0033,"OK, and have you had any wheezing or shortness of breath, aside from when you're having those coughing fits?",0.44174614548683167,0.12998656928539276
Claude,CTX_0508,RES0033,"OK, and do you smoke cigarettes at all?",0.9413989782333374,0.37005478143692017
Claude,CTX_0509,RES0033,"OK, and does anyone in your family have any history of allergies or hay fever, or any other respiratory conditions?",0.05947035923600197,0.49880683422088623
Claude,CTX_0510,RES0034,"OK, and has there been any blood or mucus in the stool that you've noticed?",0.5581161975860596,0.45691773295402527
Claude,CTX_0511,RES0034,"OK, and has she been having any difficulty breathing or any changes in her breathing that you've noticed?",0.31881046295166016,0.4197371006011963
Claude,CTX_0512,RES0034,"OK, and how about her breathing? Have you noticed any changes in her breathing, like is she breathing faster than normal, or is she working harder to breathe?",0.07329674810171127,0.12413293123245239
Claude,CTX_0513,RES0034,"OK, and how is she doing with feeding and drinking? Is she taking in fluids normally?",0.5272672176361084,0.5392850637435913
Claude,CTX_0514,RES0034,"OK, and how old is your daughter currently?",0.34643757343292236,0.24436283111572266
Claude,CTX_0515,RES0034,"OK, and how old is your daughter?",0.18589024245738983,0.09768091887235641
Claude,CTX_0516,RES0035,"And have you been coughing anything up? Any sputum or phlegm, and if so, what color has it been?",0.18480169773101807,0.5427260994911194
Claude,CTX_0517,RES0035,"OK. And have you noticed if anything makes the cough better or worse? For example, certain times of day, or being in certain environments, or exposure to things like dust or animals?",0.6644541025161743,0.05694970488548279
Claude,CTX_0518,RES0035,Have you noticed any swelling in your legs or ankles at all?,0.3560122549533844,0.16254431009292603
Claude,CTX_0519,RES0035,"OK, and do you have any known allergies to any medications or anything else?",0.8665375113487244,0.3473557233810425
Claude,CTX_0520,RES0035,"How long did you smoke for, and how much would you say you smoked per day?",0.5223108530044556,0.540947437286377
Claude,CTX_0521,RES0035,"OK, so just to summarize what you've told me today: you're a smoker who has been smoking since age 18 at about half a pack a day, and over the last 8 months you've developed a progressively worsening wet cough with clear, sometimes yellow or green sputum, along with shortness of breath that limits you to about 200 meters of walking, and is relieved by rest. You have a background of asthma, type 2 diabetes, and high blood pressure, all managed without medications, and you have a pet bird at home. Does that sound like an accurate summary of what you've been experiencing?",0.11241608113050461,0.13135939836502075
Claude,CTX_0522,RES0036,And have you noticed any chest pain or chest tightness at all?,0.47549912333488464,0.1271304041147232
Claude,CTX_0523,RES0036,"And has the breathlessness been constant throughout those six days, or does it come and go? And have you noticed anything that makes it better or worse?",0.32482799887657166,0.27218538522720337
Claude,CTX_0524,RES0036,"OK, and have you noticed any swelling in your legs or ankles at all?",0.44595015048980713,0.1802966296672821
Claude,CTX_0525,RES0036,"OK, and have you noticed any chest pain or any tightness in your chest at all?",0.2813520133495331,0.08150652050971985
Claude,CTX_0526,RES0036,"OK. And do you smoke at all, or have you smoked in the past? And do you drink alcohol or use any recreational drugs?",0.3238650858402252,0.1583549976348877
Claude,CTX_0527,RES0036,"OK, and how much would you say you drink in an average week?",0.9381433725357056,0.22372381389141083
Claude,CTX_0528,RES0037,"OK, so you're noticing some blood in the sputum now as well. And have you noticed any other symptoms alongside the cough? Things like fever, night sweats, or unintentional weight loss?",0.5032811164855957,0.4931143522262573
Claude,CTX_0529,RES0037,"That does sound uncomfortable. Can you tell me more about the cough itself - is it there all the time, or does it come and go? And is it worse at any particular time of day, like in the morning or at night?",0.1670946478843689,0.1693548858165741
Claude,CTX_0530,RES0037,"OK, and are you currently on any medications for those conditions?",0.8184856176376343,0.36041879653930664
Claude,CTX_0531,RES0037,"OK. And have you noticed any swollen lymph nodes, like lumps in your neck, armpits, or groin area?",0.2582414150238037,0.4908849596977234
Claude,CTX_0532,RES0037,"OK, and in terms of your lifestyle, do you smoke or have you ever smoked in the past?",0.7111411094665527,0.3230235278606415
Claude,CTX_0533,RES0038,"OK, so when you're outside, you get shortness of breath and itchy eyes. Do you notice if this is worse during any particular season, or is it pretty consistent throughout the year?",0.3368697762489319,0.6396521329879761
Claude,CTX_0534,RES0038,"OK, and have you noticed any shortness of breath or wheezing along with the cough?",0.7003812193870544,0.42765915393829346
Claude,CTX_0535,RES0038,"OK, so it sounds like the cough has been affecting your sleep quality quite a bit. Now I'd like to ask you a few questions about your past medical history. Do you have any other medical conditions that you've been diagnosed with, besides the possible asthma when you were younger?",0.10042363405227661,0.2879018783569336
Claude,CTX_0536,RES0038,"OK, and did you notice if your cough started around the same time you got the cats, or did it really only start after you came back from Mexico?",0.35435137152671814,0.1864197552204132
Claude,CTX_0537,RES0038,"OK, and how about alcohol? How much alcohol would you say you drink in a typical week?",0.5582337379455566,0.3887885808944702
Claude,CTX_0538,RES0038,"OK, that sounds reasonable. So to summarize what you've told me today - you've had a dry cough for the past two weeks since returning from Mexico, it's worse at night and with exercise, and it's been waking you up about two or three nights a week. You've also noticed some wheezing, itchy eyes, and shortness of breath, particularly when you're outside. You tried your son's inhaler and it seemed to help. You have a history of asthma and eczema when you were younger, you have two cats at home, known environmental allergies including pollen, and you recently quit smoking about a month ago. Does that sound about right?",0.17897826433181763,0.04304521530866623
Claude,CTX_0539,RES0039,"OK, and have you noticed any fevers, chills, or night sweats at all?",0.4057529866695404,0.45036226511001587
Claude,CTX_0540,RES0039,"OK, and have you had any fevers or chills or night sweats recently?",0.2619447112083435,0.13468274474143982
Claude,CTX_0541,RES0039,"OK, and have you noticed any changes in your weight recently? Like have you lost any weight over the past few weeks or months?",0.5993484258651733,0.2855488359928131
Claude,CTX_0542,RES0039,"OK, and have you noticed any unintentional weight loss recently, like have your clothes been fitting differently or have you actually weighed yourself and noticed a difference?",0.36470264196395874,0.30036604404449463
Claude,CTX_0543,RES0039,"OK, and do you have any allergies to any medications?",0.14512330293655396,0.28509992361068726
Claude,CTX_0544,RES0039,"OK. And in terms of your social history, are you currently a student? You mentioned you're at university?",0.36481836438179016,0.1687939167022705
Claude,CTX_0545,RES0042,"OK, and have you had any other symptoms along with the cough and fever? Things like a runny nose, sore throat, headache, muscle aches, or loss of taste or smell?",0.3393268585205078,0.006002433598041534
Claude,CTX_0546,RES0042,"OK, so you had a fever this morning but no chills. How about night sweats?",0.25815942883491516,0.6893541812896729
Claude,CTX_0547,RES0042,"OK, that makes sense. And how about your Crohn's disease, how long have you had that for, and which biologic medication are you currently on?",0.39330416917800903,0.20468762516975403
Claude,CTX_0548,RES0042,"How about any changes in your bowel habits, or any flare up of your Crohn's symptoms recently?",0.7691523432731628,0.05329912155866623
Claude,CTX_0549,RES0042,"OK, and in terms of your social history, who do you live with at home?",0.32201293110847473,0.13003820180892944
Claude,CTX_0550,RES0042,"OK, and have your kids been sick recently? Or have you been in contact with anyone else who's been unwell?",0.2726186215877533,0.39177215099334717
Claude,CTX_0551,RES0043,"OK, and has he had any other symptoms along with the cough and fever? Things like a runny nose, sore throat, shortness of breath, or any difficulty breathing?",0.22751116752624512,0.008097331039607525
